ZipCode,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23
85268,,0.0,2.0,1.0,0.0,0.0,0.0,2.0,6.0,6.0,3.0,0.0,6.0,0.0,6.0,9.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,22.0,4.0,4.0,9.0,11.0,5.0,9.0,4.0
85281,,14.0,2.0,9.0,0.0,8.0,4.0,16.0,7.0,10.0,24.0,0.0,16.0,-1.0,55.0,46.0,10.0,29.0,27.0,73.0,0.0,12.0,0.0,165.0,19.0,37.0,40.0,62.0,45.0,19.0,23.0
85282,,8.0,4.0,13.0,0.0,15.0,2.0,13.0,7.0,14.0,17.0,0.0,20.0,5.0,24.0,22.0,14.0,14.0,3.0,29.0,0.0,5.0,0.0,116.0,14.0,27.0,33.0,33.0,22.0,31.0,21.0
85283,,7.0,3.0,2.0,0.0,10.0,4.0,12.0,5.0,9.0,7.0,0.0,11.0,3.0,13.0,9.0,6.0,8.0,2.0,28.0,0.0,4.0,0.0,42.0,12.0,20.0,32.0,25.0,16.0,21.0,14.0
85284,,2.0,1.0,2.0,0.0,4.0,2.0,0.0,5.0,3.0,2.0,0.0,5.0,2.0,5.0,11.0,7.0,2.0,1.0,7.0,0.0,1.0,0.0,15.0,4.0,7.0,15.0,6.0,4.0,13.0,9.0
85286,,5.0,10.0,19.0,0.0,10.0,8.0,10.0,10.0,12.0,8.0,0.0,8.0,13.0,9.0,12.0,8.0,11.0,1.0,34.0,0.0,5.0,0.0,51.0,23.0,24.0,35.0,25.0,33.0,25.0,19.0
85287,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,-1.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0
85295,,9.0,5.0,12.0,0.0,16.0,10.0,7.0,11.0,18.0,13.0,0.0,17.0,9.0,21.0,25.0,15.0,22.0,2.0,45.0,0.0,18.0,0.0,82.0,32.0,30.0,59.0,42.0,27.0,34.0,28.0
85296,,13.0,4.0,18.0,0.0,24.0,4.0,8.0,13.0,10.0,11.0,0.0,17.0,6.0,16.0,19.0,18.0,24.0,1.0,64.0,0.0,9.0,0.0,68.0,27.0,20.0,18.0,39.0,32.0,35.0,21.0
85297,,8.0,1.0,9.0,0.0,13.0,3.0,0.0,6.0,10.0,13.0,0.0,20.0,6.0,28.0,22.0,20.0,12.0,1.0,31.0,0.0,8.0,0.0,54.0,13.0,16.0,21.0,29.0,14.0,32.0,18.0
85298,,3.0,4.0,6.0,0.0,10.0,5.0,7.0,11.0,11.0,7.0,0.0,12.0,9.0,19.0,17.0,22.0,11.0,1.0,35.0,0.0,12.0,0.0,63.0,10.0,21.0,33.0,17.0,33.0,21.0,9.0
85301,,15.0,11.0,19.0,0.0,21.0,4.0,2.0,16.0,26.0,13.0,0.0,14.0,15.0,20.0,14.0,22.0,16.0,1.0,30.0,0.0,7.0,0.0,85.0,14.0,33.0,34.0,35.0,24.0,31.0,9.0
85302,,6.0,5.0,12.0,0.0,4.0,-2.0,4.0,6.0,9.0,10.0,0.0,6.0,0.0,6.0,11.0,9.0,14.0,3.0,19.0,0.0,4.0,0.0,55.0,13.0,14.0,17.0,14.0,10.0,16.0,10.0
85303,,4.0,1.0,11.0,0.0,15.0,8.0,7.0,6.0,13.0,12.0,0.0,10.0,7.0,11.0,10.0,10.0,12.0,2.0,34.0,0.0,10.0,0.0,41.0,16.0,10.0,27.0,19.0,18.0,29.0,21.0
85304,,2.0,7.0,5.0,0.0,4.0,2.0,2.0,15.0,0.0,7.0,0.0,4.0,5.0,4.0,10.0,8.0,6.0,0.0,4.0,0.0,2.0,0.0,32.0,7.0,8.0,13.0,13.0,32.0,13.0,8.0
85305,,3.0,3.0,5.0,0.0,3.0,1.0,3.0,5.0,5.0,3.0,0.0,8.0,-1.0,0.0,8.0,3.0,10.0,1.0,10.0,0.0,1.0,0.0,14.0,4.0,8.0,10.0,11.0,8.0,3.0,6.0
85306,,0.0,0.0,3.0,0.0,5.0,2.0,6.0,3.0,6.0,2.0,0.0,9.0,3.0,6.0,3.0,2.0,6.0,1.0,3.0,0.0,2.0,0.0,38.0,15.0,9.0,17.0,11.0,7.0,14.0,4.0
85307,,4.0,0.0,4.0,0.0,-1.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,3.0,6.0,1.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0,21.0,1.0,4.0,4.0,9.0,2.0,12.0,5.0
85308,,11.0,7.0,12.0,0.0,27.0,8.0,8.0,11.0,11.0,22.0,0.0,25.0,4.0,22.0,14.0,14.0,17.0,2.0,36.0,0.0,6.0,0.0,82.0,14.0,21.0,37.0,31.0,36.0,38.0,12.0
85309,,0.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,-1.0,5.0,3.0,1.0,0.0,15.0,0.0,0.0,0.0,16.0,0.0,2.0,14.0,13.0,14.0,0.0,0.0
85310,,6.0,0.0,4.0,0.0,5.0,1.0,-1.0,4.0,7.0,5.0,0.0,5.0,-1.0,6.0,7.0,4.0,4.0,0.0,17.0,0.0,4.0,0.0,21.0,9.0,3.0,10.0,6.0,12.0,12.0,7.0
85320,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85321,,0.0,0.0,1.0,0.0,1.0,8.0,-1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0
85322,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85323,,11.0,5.0,23.0,0.0,31.0,7.0,0.0,13.0,11.0,9.0,0.0,11.0,3.0,19.0,6.0,14.0,17.0,0.0,33.0,0.0,11.0,0.0,53.0,11.0,16.0,20.0,34.0,16.0,26.0,18.0
85324,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85325,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85326,,1.0,5.0,11.0,0.0,16.0,1.0,12.0,22.0,12.0,10.0,0.0,11.0,2.0,36.0,12.0,33.0,17.0,2.0,36.0,0.0,11.0,0.0,74.0,19.0,21.0,36.0,28.0,31.0,38.0,23.0
85328,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
85329,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
85331,,3.0,0.0,3.0,0.0,3.0,3.0,4.0,3.0,7.0,5.0,0.0,15.0,0.0,6.0,8.0,4.0,7.0,0.0,20.0,0.0,3.0,0.0,51.0,8.0,5.0,19.0,13.0,10.0,5.0,2.0
85332,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0
85334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
85335,,-1.0,5.0,12.0,0.0,9.0,6.0,10.0,8.0,4.0,3.0,0.0,5.0,7.0,5.0,7.0,6.0,7.0,3.0,15.0,0.0,5.0,0.0,34.0,5.0,15.0,10.0,8.0,11.0,18.0,2.0
85336,,16.0,13.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,-2.0,15.0,-2.0,2.0,5.0,0.0,10.0,0.0,6.0,0.0,11.0,1.0,2.0,5.0,7.0,6.0,12.0,2.0
85337,,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85338,,8.0,6.0,17.0,0.0,18.0,6.0,25.0,11.0,5.0,12.0,0.0,26.0,5.0,26.0,11.0,12.0,23.0,2.0,47.0,0.0,9.0,0.0,82.0,18.0,19.0,40.0,24.0,31.0,27.0,17.0
85339,,5.0,6.0,12.0,0.0,21.0,6.0,17.0,15.0,10.0,5.0,0.0,21.0,2.0,13.0,13.0,21.0,10.0,2.0,42.0,0.0,4.0,0.0,68.0,22.0,29.0,19.0,22.0,16.0,25.0,13.0
85340,,7.0,1.0,5.0,0.0,7.0,6.0,6.0,8.0,5.0,11.0,0.0,10.0,2.0,16.0,3.0,7.0,9.0,0.0,18.0,0.0,6.0,0.0,43.0,14.0,10.0,22.0,15.0,9.0,11.0,12.0
85341,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85342,,-2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0
85343,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85344,,0.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,5.0,2.0,8.0,10.0,15.0,7.0,2.0,0.0
85344,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85345,,4.0,0.0,9.0,0.0,7.0,4.0,7.0,14.0,14.0,25.0,0.0,19.0,2.0,11.0,12.0,15.0,10.0,3.0,30.0,0.0,7.0,0.0,103.0,21.0,35.0,41.0,31.0,22.0,48.0,15.0
85346,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85347,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85348,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0
85349,,5.0,3.0,9.0,0.0,0.0,0.0,4.0,-3.0,4.0,5.0,0.0,-1.0,0.0,6.0,5.0,-1.0,4.0,0.0,26.0,0.0,5.0,0.0,22.0,2.0,7.0,-1.0,7.0,6.0,17.0,6.0
85350,,26.0,11.0,34.0,0.0,24.0,4.0,17.0,11.0,39.0,26.0,0.0,45.0,3.0,28.0,12.0,46.0,42.0,3.0,99.0,0.0,41.0,0.0,169.0,31.0,50.0,-6.0,75.0,94.0,114.0,20.0
85351,,4.0,1.0,3.0,0.0,9.0,0.0,0.0,3.0,2.0,1.0,0.0,11.0,3.0,1.0,1.0,5.0,4.0,2.0,6.0,0.0,4.0,0.0,27.0,14.0,11.0,8.0,13.0,12.0,13.0,5.0
85352,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
85353,,14.0,11.0,13.0,0.0,21.0,11.0,24.0,27.0,19.0,15.0,0.0,18.0,5.0,31.0,16.0,29.0,25.0,0.0,79.0,0.0,14.0,0.0,97.0,31.0,24.0,38.0,45.0,31.0,25.0,24.0
85354,,0.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,4.0,2.0
85355,,2.0,4.0,5.0,0.0,2.0,1.0,1.0,2.0,3.0,4.0,0.0,4.0,-1.0,3.0,1.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,13.0,2.0,7.0,14.0,7.0,3.0,4.0,0.0
85356,,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,11.0,2.0,0.0,0.0,2.0,1.0,6.0,1.0
85357,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85360,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85361,,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,-1.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,6.0,1.0,7.0,1.0,0.0
85362,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85363,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.0,3.0,4.0,0.0,8.0,0.0,1.0,0.0,15.0,3.0,2.0,1.0,2.0,6.0,6.0,2.0
85364,,22.0,20.0,23.0,0.0,37.0,9.0,11.0,19.0,48.0,20.0,0.0,21.0,18.0,24.0,25.0,31.0,44.0,13.0,103.0,0.0,22.0,0.0,230.0,52.0,60.0,18.0,70.0,89.0,130.0,55.0
85365,,10.0,8.0,8.0,0.0,14.0,5.0,10.0,26.0,35.0,9.0,0.0,7.0,7.0,32.0,7.0,15.0,34.0,5.0,53.0,0.0,15.0,0.0,123.0,28.0,25.0,5.0,42.0,53.0,78.0,30.0
85367,,2.0,2.0,2.0,0.0,3.0,2.0,0.0,3.0,7.0,1.0,0.0,3.0,3.0,13.0,0.0,5.0,1.0,3.0,16.0,0.0,2.0,0.0,21.0,5.0,2.0,2.0,21.0,13.0,31.0,11.0
85373,,6.0,3.0,3.0,0.0,2.0,0.0,6.0,0.0,3.0,3.0,0.0,10.0,0.0,4.0,4.0,6.0,5.0,2.0,11.0,0.0,1.0,0.0,23.0,3.0,6.0,12.0,8.0,8.0,11.0,1.0
85374,,14.0,2.0,4.0,0.0,4.0,6.0,3.0,11.0,6.0,4.0,0.0,5.0,2.0,4.0,2.0,9.0,4.0,0.0,19.0,0.0,2.0,0.0,35.0,8.0,11.0,17.0,25.0,7.0,17.0,4.0
85375,,3.0,0.0,4.0,0.0,5.0,2.0,1.0,3.0,0.0,3.0,0.0,2.0,4.0,6.0,6.0,2.0,1.0,-1.0,-1.0,0.0,3.0,0.0,8.0,5.0,14.0,30.0,3.0,5.0,8.0,0.0
85377,,-2.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0
85378,,0.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,3.0,0.0,3.0,2.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,4.0,4.0,4.0,3.0,2.0,0.0
85379,,1.0,3.0,15.0,0.0,11.0,4.0,5.0,13.0,1.0,12.0,0.0,20.0,10.0,18.0,11.0,11.0,7.0,1.0,11.0,0.0,10.0,0.0,59.0,15.0,16.0,20.0,18.0,14.0,25.0,10.0
85381,,7.0,0.0,5.0,0.0,6.0,3.0,0.0,6.0,5.0,1.0,0.0,15.0,4.0,5.0,5.0,9.0,4.0,1.0,13.0,0.0,7.0,0.0,32.0,11.0,14.0,12.0,9.0,7.0,15.0,7.0
85382,,2.0,4.0,11.0,0.0,8.0,2.0,10.0,3.0,5.0,7.0,0.0,6.0,5.0,7.0,9.0,9.0,5.0,4.0,19.0,0.0,6.0,0.0,55.0,10.0,25.0,19.0,19.0,13.0,19.0,10.0
85383,,13.0,9.0,8.0,0.0,12.0,11.0,10.0,10.0,15.0,12.0,0.0,20.0,12.0,11.0,15.0,15.0,16.0,3.0,26.0,0.0,5.0,0.0,84.0,20.0,26.0,71.0,38.0,32.0,31.0,11.0
85387,,4.0,1.0,1.0,0.0,1.0,2.0,-1.0,3.0,0.0,1.0,0.0,4.0,4.0,12.0,3.0,10.0,2.0,1.0,17.0,0.0,0.0,0.0,19.0,3.0,8.0,13.0,3.0,5.0,9.0,3.0
85388,,4.0,5.0,7.0,0.0,10.0,-3.0,12.0,9.0,6.0,3.0,0.0,4.0,4.0,17.0,5.0,5.0,6.0,1.0,10.0,0.0,3.0,0.0,29.0,5.0,4.0,37.0,2.0,8.0,8.0,3.0
85390,,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,4.0,0.0
85392,,8.0,8.0,3.0,0.0,11.0,8.0,5.0,17.0,7.0,6.0,0.0,11.0,3.0,13.0,5.0,7.0,12.0,1.0,31.0,0.0,11.0,0.0,60.0,11.0,16.0,21.0,24.0,28.0,17.0,11.0
85395,,4.0,3.0,8.0,0.0,11.0,16.0,4.0,8.0,5.0,2.0,0.0,13.0,11.0,14.0,5.0,8.0,11.0,3.0,30.0,0.0,6.0,0.0,35.0,13.0,15.0,8.0,19.0,18.0,17.0,8.0
85396,,4.0,1.0,7.0,0.0,9.0,7.0,3.0,8.0,5.0,3.0,0.0,7.0,2.0,7.0,11.0,15.0,9.0,1.0,30.0,0.0,3.0,0.0,27.0,12.0,8.0,18.0,17.0,12.0,10.0,5.0
85501,,5.0,1.0,1.0,0.0,7.0,-6.0,0.0,-1.0,10.0,2.0,0.0,5.0,6.0,7.0,1.0,5.0,4.0,0.0,9.0,0.0,2.0,0.0,5.0,7.0,1.0,3.0,120.0,11.0,4.0,3.0
85530,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85531,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85532,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85533,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,5.0,1.0,1.0,7.0,3.0,0.0
85534,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,5.0,1.0,3.0
85536,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85539,,1.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,-1.0,3.0,2.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0
85540,,11.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0
85541,,1.0,5.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,4.0,1.0,3.0,2.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,9.0,7.0,3.0,9.0,11.0,16.0,3.0,2.0
85542,,7.0,-4.0,-1.0,0.0,1.0,7.0,-3.0,5.0,-1.0,6.0,0.0,16.0,-3.0,5.0,3.0,9.0,5.0,0.0,12.0,0.0,0.0,0.0,48.0,0.0,28.0,9.0,13.0,3.0,0.0,3.0
85542,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85543,,13.0,0.0,3.0,0.0,7.0,10.0,10.0,16.0,10.0,16.0,0.0,17.0,5.0,7.0,4.0,18.0,14.0,2.0,38.0,0.0,10.0,0.0,49.0,2.0,3.0,1.0,8.0,8.0,3.0,8.0
85544,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85545,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85546,,5.0,7.0,7.0,0.0,4.0,4.0,3.0,9.0,5.0,10.0,0.0,10.0,7.0,9.0,9.0,18.0,11.0,4.0,22.0,0.0,25.0,0.0,58.0,12.0,8.0,17.0,22.0,29.0,22.0,6.0
85550,,7.0,3.0,20.0,0.0,39.0,6.0,26.0,12.0,10.0,1.0,0.0,14.0,9.0,12.0,7.0,37.0,9.0,2.0,54.0,0.0,11.0,0.0,43.0,4.0,15.0,16.0,20.0,25.0,2.0,11.0
85550,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85552,,1.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,5.0,2.0,0.0,2.0,4.0,3.0,5.0,2.0,4.0,1.0,13.0,0.0,6.0,0.0,26.0,3.0,4.0,5.0,9.0,12.0,8.0,3.0
85553,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
85554,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85601,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85602,,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,6.0,0.0,5.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0
85603,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,6.0,5.0,0.0,0.0
85605,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85606,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
85607,,4.0,3.0,7.0,0.0,0.0,10.0,8.0,13.0,6.0,0.0,0.0,19.0,4.0,13.0,10.0,23.0,1.0,0.0,70.0,0.0,7.0,0.0,64.0,46.0,13.0,7.0,140.0,23.0,27.0,0.0
85609,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85610,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0
85611,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
