ZipCode,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23
85613,,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0
85614,,3.0,4.0,2.0,0.0,6.0,0.0,3.0,3.0,7.0,2.0,0.0,8.0,1.0,10.0,8.0,11.0,11.0,5.0,16.0,0.0,5.0,0.0,43.0,4.0,9.0,12.0,15.0,4.0,29.0,13.0
85615,,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0
85616,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85617,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85618,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0
85619,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85620,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0
85621,,0.0,4.0,4.0,0.0,8.0,4.0,10.0,12.0,5.0,10.0,0.0,8.0,1.0,-2.0,4.0,5.0,14.0,7.0,26.0,0.0,12.0,0.0,48.0,12.0,12.0,22.0,26.0,19.0,25.0,17.0
85622,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,6.0,3.0,4.0,2.0,3.0,-2.0,9.0,10.0
85623,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0
85624,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
85625,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85626,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,3.0,1.0,0.0,4.0,2.0,1.0,0.0
85629,,2.0,3.0,1.0,0.0,5.0,2.0,8.0,10.0,7.0,7.0,0.0,6.0,6.0,4.0,13.0,10.0,14.0,1.0,27.0,0.0,4.0,0.0,31.0,8.0,17.0,17.0,9.0,4.0,24.0,15.0
85630,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
85631,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,4.0,0.0,1.0,-1.0,2.0
85632,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85633,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85634,,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,4.0,2.0,3.0,4.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,19.0,5.0,6.0,1.0,18.0,7.0,5.0,3.0
85635,,0.0,1.0,1.0,0.0,1.0,3.0,3.0,4.0,2.0,0.0,0.0,5.0,3.0,2.0,4.0,2.0,0.0,0.0,16.0,0.0,3.0,0.0,11.0,8.0,6.0,5.0,6.0,3.0,14.0,0.0
85637,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
85638,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85639,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
85640,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85641,,2.0,2.0,-1.0,0.0,3.0,8.0,2.0,13.0,7.0,9.0,0.0,7.0,7.0,1.0,6.0,2.0,2.0,3.0,18.0,0.0,6.0,0.0,27.0,9.0,9.0,22.0,13.0,5.0,18.0,22.0
85643,,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,12.0,8.0,5.0,7.0,5.0,0.0,0.0,22.0,0.0,10.0,0.0,20.0,2.0,9.0,3.0,22.0,9.0,4.0,0.0
85645,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0
85646,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
85648,,0.0,0.0,1.0,0.0,8.0,5.0,6.0,7.0,3.0,12.0,0.0,7.0,2.0,6.0,10.0,1.0,7.0,6.0,17.0,0.0,9.0,0.0,37.0,10.0,13.0,20.0,31.0,39.0,36.0,18.0
85650,,0.0,2.0,2.0,0.0,-1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,5.0,0.0,0.0,10.0,0.0,2.0,0.0,7.0,6.0,2.0,0.0,4.0,4.0,7.0,0.0
85653,,1.0,1.0,2.0,0.0,6.0,1.0,3.0,2.0,4.0,1.0,0.0,5.0,1.0,4.0,4.0,1.0,2.0,1.0,11.0,0.0,5.0,0.0,16.0,7.0,2.0,4.0,8.0,2.0,17.0,11.0
85658,,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,1.0,4.0,0.0,2.0,0.0,6.0,2.0,2.0,9.0,0.0,5.0,0.0,9.0,0.0,17.0,5.0,4.0,7.0,11.0,0.0,12.0,4.0
85701,,0.0,3.0,0.0,0.0,2.0,1.0,-1.0,0.0,1.0,1.0,0.0,3.0,5.0,1.0,2.0,4.0,4.0,0.0,6.0,0.0,3.0,0.0,10.0,2.0,-1.0,3.0,3.0,1.0,3.0,4.0
85704,,2.0,1.0,1.0,0.0,16.0,7.0,4.0,1.0,3.0,5.0,0.0,3.0,3.0,6.0,10.0,5.0,9.0,0.0,12.0,0.0,9.0,0.0,16.0,3.0,4.0,20.0,12.0,6.0,10.0,8.0
85705,,3.0,6.0,0.0,0.0,16.0,15.0,7.0,8.0,23.0,11.0,0.0,28.0,7.0,9.0,15.0,15.0,11.0,0.0,53.0,0.0,13.0,0.0,80.0,17.0,27.0,21.0,18.0,8.0,40.0,31.0
85706,,12.0,15.0,7.0,0.0,22.0,18.0,11.0,26.0,21.0,23.0,0.0,22.0,7.0,10.0,22.0,32.0,27.0,3.0,61.0,0.0,26.0,0.0,133.0,41.0,27.0,54.0,42.0,20.0,75.0,49.0
85707,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
85708,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85710,,3.0,3.0,2.0,0.0,12.0,10.0,2.0,7.0,21.0,8.0,0.0,11.0,6.0,3.0,13.0,8.0,16.0,1.0,21.0,0.0,13.0,0.0,58.0,18.0,13.0,26.0,22.0,11.0,30.0,21.0
85711,,4.0,1.0,3.0,0.0,3.0,4.0,1.0,6.0,11.0,3.0,0.0,11.0,4.0,9.0,10.0,10.0,9.0,7.0,13.0,0.0,5.0,0.0,59.0,-14.0,1.0,19.0,30.0,8.0,22.0,21.0
85712,,2.0,1.0,-1.0,0.0,3.0,1.0,4.0,6.0,4.0,3.0,0.0,5.0,0.0,3.0,12.0,5.0,3.0,0.0,13.0,0.0,11.0,0.0,34.0,-13.0,9.0,15.0,16.0,10.0,32.0,15.0
85713,,1.0,7.0,-3.0,0.0,20.0,8.0,6.0,11.0,14.0,10.0,0.0,12.0,6.0,14.0,12.0,18.0,20.0,2.0,42.0,0.0,20.0,0.0,86.0,25.0,19.0,31.0,30.0,12.0,56.0,25.0
85714,,2.0,3.0,3.0,0.0,2.0,1.0,-1.0,5.0,5.0,4.0,0.0,6.0,5.0,5.0,8.0,5.0,13.0,1.0,19.0,0.0,3.0,0.0,31.0,7.0,10.0,20.0,14.0,6.0,23.0,9.0
85715,,2.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,7.0,2.0,0.0,4.0,1.0,0.0,5.0,3.0,7.0,1.0,12.0,0.0,5.0,0.0,20.0,7.0,6.0,6.0,9.0,7.0,10.0,12.0
85716,,5.0,6.0,-2.0,0.0,5.0,1.0,1.0,4.0,4.0,5.0,0.0,11.0,3.0,2.0,1.0,13.0,7.0,1.0,21.0,0.0,7.0,0.0,24.0,7.0,8.0,13.0,7.0,4.0,10.0,13.0
85718,,4.0,2.0,-1.0,0.0,4.0,4.0,4.0,5.0,0.0,3.0,0.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,7.0,0.0,2.0,0.0,18.0,3.0,3.0,19.0,16.0,5.0,14.0,11.0
85719,,2.0,10.0,21.0,0.0,6.0,26.0,12.0,20.0,18.0,23.0,0.0,19.0,28.0,4.0,10.0,9.0,13.0,0.0,26.0,0.0,11.0,0.0,50.0,15.0,24.0,18.0,19.0,7.0,30.0,11.0
85730,,4.0,6.0,0.0,0.0,6.0,5.0,0.0,6.0,15.0,5.0,0.0,7.0,4.0,4.0,4.0,5.0,11.0,1.0,11.0,0.0,4.0,0.0,28.0,5.0,6.0,15.0,14.0,3.0,22.0,17.0
85735,,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,3.0,0.0,6.0,0.0,5.0,0.0,10.0,4.0,3.0,6.0,3.0,0.0,7.0,2.0
85736,,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
85737,,1.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,9.0,0.0,4.0,0.0,23.0,11.0,2.0,8.0,4.0,1.0,14.0,9.0
85739,,2.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,6.0,0.0,4.0,-1.0,-1.0,5.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,7.0,4.0,3.0,5.0,10.0,2.0,4.0,7.0
85741,,6.0,6.0,0.0,0.0,8.0,4.0,2.0,6.0,3.0,3.0,0.0,4.0,-1.0,5.0,7.0,7.0,10.0,2.0,26.0,0.0,7.0,0.0,44.0,7.0,14.0,30.0,16.0,7.0,19.0,20.0
85742,,1.0,0.0,2.0,0.0,4.0,0.0,5.0,7.0,5.0,6.0,0.0,2.0,0.0,6.0,5.0,4.0,4.0,0.0,14.0,0.0,1.0,0.0,29.0,9.0,7.0,15.0,22.0,6.0,17.0,10.0
85743,,3.0,7.0,0.0,0.0,3.0,2.0,2.0,5.0,2.0,3.0,0.0,2.0,0.0,7.0,8.0,4.0,7.0,1.0,15.0,0.0,13.0,0.0,31.0,9.0,7.0,13.0,16.0,6.0,22.0,12.0
85745,,1.0,1.0,0.0,0.0,1.0,7.0,6.0,8.0,12.0,6.0,0.0,11.0,6.0,10.0,15.0,17.0,17.0,2.0,31.0,0.0,7.0,0.0,50.0,8.0,20.0,18.0,18.0,10.0,37.0,30.0
85746,,11.0,5.0,2.0,0.0,21.0,8.0,12.0,6.0,24.0,11.0,0.0,31.0,10.0,7.0,21.0,28.0,23.0,6.0,56.0,0.0,24.0,0.0,90.0,23.0,18.0,34.0,29.0,17.0,63.0,43.0
85747,,1.0,8.0,2.0,0.0,5.0,9.0,2.0,5.0,17.0,7.0,0.0,8.0,4.0,4.0,8.0,8.0,7.0,3.0,23.0,0.0,6.0,0.0,24.0,12.0,3.0,18.0,14.0,7.0,19.0,11.0
85748,,1.0,-2.0,2.0,0.0,3.0,0.0,1.0,2.0,4.0,1.0,0.0,5.0,1.0,1.0,8.0,5.0,3.0,1.0,7.0,0.0,1.0,0.0,17.0,7.0,4.0,5.0,9.0,0.0,15.0,8.0
85749,,0.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,4.0,0.0,3.0,1.0,2.0,5.0,4.0,2.0,0.0,3.0,0.0,4.0,0.0,21.0,4.0,2.0,12.0,8.0,4.0,18.0,5.0
85750,,0.0,2.0,3.0,0.0,2.0,5.0,1.0,4.0,7.0,8.0,0.0,4.0,2.0,4.0,4.0,2.0,9.0,0.0,8.0,0.0,7.0,0.0,11.0,4.0,13.0,10.0,13.0,-1.0,21.0,7.0
85755,,0.0,1.0,-2.0,0.0,2.0,0.0,1.0,2.0,2.0,-1.0,0.0,3.0,1.0,1.0,0.0,4.0,-1.0,1.0,4.0,0.0,3.0,0.0,8.0,1.0,3.0,11.0,8.0,2.0,19.0,14.0
85756,,8.0,7.0,3.0,0.0,17.0,74.0,5.0,12.0,20.0,37.0,0.0,48.0,10.0,7.0,32.0,26.0,58.0,21.0,63.0,0.0,75.0,0.0,297.0,84.0,16.0,35.0,37.0,26.0,79.0,23.0
85757,,2.0,4.0,2.0,0.0,10.0,1.0,6.0,7.0,10.0,8.0,0.0,13.0,1.0,5.0,15.0,11.0,14.0,3.0,17.0,0.0,13.0,0.0,59.0,12.0,30.0,14.0,18.0,15.0,36.0,12.0
85901,,7.0,1.0,16.0,0.0,3.0,1.0,21.0,14.0,11.0,4.0,0.0,7.0,19.0,6.0,20.0,16.0,2.0,3.0,19.0,0.0,3.0,0.0,20.0,6.0,3.0,4.0,7.0,9.0,14.0,7.0
85911,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85911,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85920,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85922,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85923,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85924,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
85925,,0.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,-1.0,3.0,0.0,5.0,0.0,10.0,5.0,2.0,8.0,6.0,7.0,6.0,0.0
85926,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85927,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85928,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
85929,,-2.0,-1.0,1.0,0.0,2.0,0.0,12.0,2.0,0.0,2.0,0.0,1.0,5.0,3.0,5.0,-1.0,2.0,-1.0,6.0,0.0,0.0,0.0,3.0,-1.0,0.0,3.0,2.0,0.0,4.0,2.0
85930,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85931,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
85932,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85933,,0.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85934,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
85935,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
85936,,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,5.0,2.0,10.0,1.0,1.0,0.0,2.0,0.0
85937,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,0.0,1.0,-1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,10.0,4.0,3.0,4.0,11.0,1.0,6.0,6.0
85938,,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-3.0,-1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,7.0,7.0,-1.0,1.0,1.0,0.0
85939,,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,2.0,-1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,2.0,3.0,3.0,6.0
85940,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85941,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85942,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
86001,,5.0,-3.0,12.0,0.0,6.0,8.0,15.0,14.0,8.0,-4.0,0.0,14.0,2.0,28.0,18.0,28.0,9.0,4.0,25.0,0.0,15.0,0.0,41.0,20.0,14.0,23.0,54.0,36.0,10.0,20.0
86004,,13.0,27.0,19.0,0.0,16.0,13.0,17.0,14.0,17.0,-2.0,0.0,5.0,2.0,13.0,10.0,18.0,6.0,1.0,23.0,0.0,16.0,0.0,27.0,14.0,13.0,13.0,59.0,29.0,22.0,16.0
86005,,2.0,6.0,2.0,0.0,3.0,4.0,8.0,3.0,3.0,1.0,0.0,1.0,5.0,6.0,0.0,5.0,6.0,0.0,15.0,0.0,12.0,0.0,18.0,8.0,2.0,16.0,9.0,0.0,5.0,5.0
86015,,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
86016,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86016,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86017,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
86018,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86020,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86021,,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,-3.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,-1.0,0.0
86022,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0
86023,,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0
86024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,4.0,2.0,3.0
86025,,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,-1.0,3.0,0.0,2.0,0.0,4.0,6.0,0.0,-1.0,0.0,10.0,5.0,6.0,2.0,7.0,5.0,0.0,8.0
86029,,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0
86030,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86032,,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,4.0,1.0,2.0,1.0,2.0,2.0,-1.0,1.0
86033,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86033,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
